cosmological_parameters--h0	cosmological_parameters--omega_m	cosmological_parameters--omega_b	cosmological_parameters--mnu	cosmological_parameters--tau	cosmological_parameters--n_s	cosmological_parameters--a_s	cosmological_parameters--w	prior	like	post	weight
0.673013812427577	0.363530786504708	0.0573774577282248	0.486018215898216	0.034306367133	1.01160989329676	3.74765077010655e-09	-1.70924281629233	28.2110682087365	-149471.972656349	-149443.76158814027	0.0
0.820208358594561	0.292261363617978	0.0599551727367703	0.175250645516712	0.0188903435985585	1.02696231165028	2.48544210662505e-09	-0.0724185190879119	28.2110682087365	-149323.252118821	-149295.04105061226	0.0
0.565588698755743	0.120940890796697	0.0586552903823452	0.360764593130163	0.0978992192501906	0.876890101419581	1.17407611924854e-09	-0.175552779133816	28.2110682087365	-148779.757274255	-148751.54620604627	0.0
0.710550307362856	0.392852632611564	0.0353829548248657	0.538233465399347	0.0271679144293729	0.951252040873803	3.4681245287878e-09	-0.715046036933411	28.2110682087365	-147616.341379393	-147588.13031118427	0.0
0.815512082564647	0.176908036270829	0.0688480350162652	0.513955619566629	0.0251699211330295	1.04503971436979	1.51584095977733e-09	-0.0776411479786372	28.2110682087365	-146866.001176511	-146837.79010830226	0.0
0.711184603867125	0.191745596603784	0.0665687712323991	0.591284653744623	0.0404629431242929	1.01288110529842	3.30258788007301e-09	-0.52725624097692	28.2110682087365	-146199.180124689	-146170.96905648027	0.0
0.629632673915894	0.156668254074858	0.0448084094371619	0.465790003573039	0.059423028040127	1.04988681732538	1.75193024964182e-09	-1.50705472928827	28.2110682087365	-145506.864098636	-145478.65303042726	0.0
0.790421982916413	0.269143366608504	0.0549645834262798	0.39171871594219	0.0912315429832457	0.919418700492114	2.16791666371492e-09	-0.0639951546716284	28.2110682087365	-143620.581098024	-143592.37002981527	0.0
0.895734785822877	0.451507848778656	0.0615358563326872	0.558649802486961	0.0152601087815696	0.900938813752378	4.18466633168395e-09	-1.39013606114746	28.2110682087365	-143612.952753522	-143584.74168531326	0.0
0.8394524187309	0.172165231908933	0.0515651701711411	0.528429386452376	0.0389770275891759	0.917124723078971	2.83431589874746e-09	-1.48614600895908	28.2110682087365	-142945.745337852	-142917.53426964325	0.0
0.637841824670428	0.352157643128115	0.0446921082375621	0.446782072236496	0.0636350270528179	1.04483375074704	3.6498362609736e-09	-1.63271238986177	28.2110682087365	-141171.384042757	-141143.17297454827	0.0
0.504569938979719	0.497701175268795	0.0550406098340853	0.165481030938139	0.0562728653128253	0.953264070565682	3.35064945974181e-09	-0.97445809231896	28.2110682087365	-140667.391565694	-140639.18049748527	0.0
0.886896026951678	0.152563545047051	0.0657318156892721	0.184824228388305	0.0546721585518438	0.998312686954538	3.04295824068518e-09	-0.413881820740654	28.2110682087365	-139502.308328208	-139474.09725999925	0.0
0.809465268191359	0.347553767665312	0.0637070296198259	0.246667483520867	0.0481943529990064	1.02485373019546	4.30242040563405e-09	-1.17638419457607	28.2110682087365	-138139.285617177	-138111.07454896826	0.0
