SNID,PROB_SNNTRAINV19_z_TRAINDES_V19
1924074,0.0000
1344948,0.0000
1251306,0.0000
1955141,0.0000
1303386,0.0000
1377086,0.0000
1325520,0.9888
1336975,1.0000
1292195,0.9689
1299764,0.0000
1248250,0.0000
1833121,0.0297
1335761,0.0000
1248078,0.0000
1274606,0.0000
1250937,0.0000
1376226,0.0000
1327117,0.8681
1263807,0.0000
1311467,0.0000
1292349,0.0000
1898349,0.0000
1601020,0.0000
1307641,0.0000
1291727,0.0000
1247748,0.0000
1941240,0.0000
1434238,0.0000
1251128,0.0000
1317168,0.0018
1318134,0.0000
1929079,0.0000
1267173,0.0000
1901716,0.6421
1281535,0.0000
1253893,0.0000
1327996,0.0000
1826021,0.0000
1291673,0.9111
1311048,0.0000
1286788,0.0000
1251327,0.0000
1324796,0.1429
1852019,0.0000
1811054,0.0000
1325504,0.9989
1303754,0.0000
1849277,0.0000
1311476,0.0000
1928085,0.0000
1305352,0.0000
1264038,0.9812
1307279,0.0000
1253378,0.0000
1741035,0.0001
1314361,0.0000
1303883,1.0000
1274107,0.0000
1265280,0.1739
1303756,0.0000
1434202,0.0000
1781043,0.0000
1505045,0.0000
1277923,0.9997
1283162,0.0000
1281706,0.0000
1922569,0.0000
1880545,0.9790
1249235,0.0000
1770604,0.0000
1654105,0.9998
1277861,0.0000
1311781,0.0000
1433070,0.0000
1936147,0.9967
1280398,0.0000
1915072,0.0000
1778022,0.0000
1624018,0.0249
1567044,1.0000
1290224,0.5089
1367549,0.0000
1856073,0.0000
1291315,0.0000
1331667,0.0000
1905345,0.0000
1266975,0.0000
1266631,0.0000
1770503,0.0000
1262256,0.0000
1614060,0.0000
1340258,0.0000
1329388,0.0000
1338736,0.0000
1302502,0.0000
1332276,0.0000
1929086,0.0000
1534078,1.0000
1273032,0.0000
1935478,0.0000
1247608,0.0000
1293187,0.0000
1249541,0.0000
1343194,0.0000
1466029,0.0109
1283284,0.0000
1318855,0.0000
1309492,1.0000
1262671,0.9987
1303952,1.0000
1300190,0.0000
1643182,0.0032
1861392,0.0009
1638093,0.0000
1720059,0.0000
1297060,0.0000
1900055,0.0000
1314574,0.9995
1641080,0.0000
1249212,0.0000
1290492,0.0000
1262121,0.0000
1276788,0.0000
1306936,0.0000
1918047,0.0000
1302417,0.0000
1291052,0.0000
1889195,0.0000
1367702,0.0000
1467081,0.0000
1338206,0.0000
1264161,0.0000
1282572,0.0000
1264545,0.0000
1500109,0.0000
1248743,0.0000
1337206,0.0000
1254202,0.0000
1862260,0.0006
1883285,0.0006
1773052,0.2160
1549049,0.0000
1281863,0.0000
1247285,0.0000
1702020,0.0000
1862243,0.0000
1297053,0.0502
1569028,0.0000
1262409,0.0000
1305523,0.0000
1281646,0.9609
1293062,0.0000
1813075,0.0000
1280355,0.0000
1300210,0.0000
1280148,0.0000
1246764,0.0000
1283724,0.0001
1868074,0.0001
1929092,0.0000
1883324,0.0000
1323169,0.0000
1299774,0.0000
1566046,0.0000
1732036,0.0000
1262746,1.0000
1562160,0.0000
1570027,0.0005
1306949,0.0000
1307587,0.0000
1342185,0.0000
1553031,0.0000
1257482,0.0000
1328901,0.9996
1293406,0.0000
1366767,0.0000
1253969,0.0000
1604026,0.0000
1552051,0.0000
1305130,0.9981
1439028,0.9999
1297287,0.0000
1312852,0.0000
1246609,0.0000
1262387,0.0000
1915148,0.0000
1923065,0.0198
1594076,0.0000
1267381,0.0883
1366516,0.0000
1261587,0.9969
1266252,0.0000
1659022,0.0000
1930146,0.0000
1247049,0.0000
1291809,0.0000
1337929,0.0000
1275663,0.0000
1292175,0.0045
1876368,0.0000
1263794,0.0000
1275604,0.0000
1280535,0.0000
1301960,0.0000
1306960,0.0050
1451112,0.0004
1376083,0.0000
1254237,0.0000
1257597,0.9031
1249171,0.0000
1336384,0.9979
1297416,0.0000
1278536,0.0000
1309328,0.3201
1302707,0.0000
1513070,0.0000
1249903,0.0000
1833114,0.2305
1817268,0.0000
1850113,0.0006
1260427,0.9998
1370156,0.0000
1580019,0.0000
1431108,1.0000
1891070,0.9972
1250740,0.0000
1265978,0.0348
1260463,0.9939
1276546,0.9999
1901708,0.0000
1314982,0.0000
1464019,0.0000
1331445,0.0000
1311002,0.0000
1848033,0.0000
1895128,0.0000
1770178,0.9823
1286480,0.0000
1320677,0.0000
1936386,0.9935
1299167,0.0000
1308357,1.0000
1300391,0.0000
1851026,0.0000
1852058,1.0000
1438027,0.0000
1637017,0.0000
1876736,0.0000
1513053,0.8931
1776378,0.9988
1261500,0.1045
1337840,0.9998
1246617,0.0000
1947203,0.0000
1773130,0.0000
1251839,0.0000
1306706,0.0000
1383100,0.0000
1263261,0.9989
1941093,0.0000
1579054,0.0000
1339080,0.0000
1247448,0.0000
1773124,0.1049
1924041,0.0000
1283201,0.0000
1530090,0.0000
1899170,0.0024
1307205,0.0000
1327103,0.5551
1391129,0.0000
1297461,0.0000
1372193,0.0000
1254687,0.5736
1332824,0.0000
1306975,0.0000
1247252,0.0000
1296161,0.7899
1260695,0.0000
1290971,0.0000
1247392,0.0000
1316084,0.0000
1247766,0.0000
1954065,0.9996
1256505,1.0000
1784029,0.0000
1349613,0.0000
1707019,0.0094
1322841,0.9986
1861209,0.0000
1770284,0.0000
1248932,0.0000
1254433,0.0000
1716025,0.0000
1274424,0.0252
1291564,0.0000
1871019,0.0050
1253279,0.0000
1946324,0.0000
1262739,0.0000
1299643,1.0000
1654078,0.0000
1254632,0.0000
1246938,0.0000
1260522,0.9993
1777333,0.0000
1256792,0.0000
1315212,0.0543
1537036,0.0013
1297556,0.0000
1876443,0.0048
1274988,0.0000
1431082,0.0000
1861400,0.0000
1249192,0.0000
1645184,0.0000
1295077,0.0000
1946291,0.0000
1249863,0.0000
1251504,0.9918
1905187,0.0000
1285772,0.0000
1291892,0.0000
1335564,0.9998
1372135,0.0000
1340856,0.3768
1325756,0.0000
1946353,0.0000
1262727,0.0003
1392403,0.0000
1276556,0.0000
1290309,0.0000
1479102,0.0000
1560140,0.0000
1324536,0.9788
1307747,0.0000
1265369,0.0059
1433284,0.0000
1334236,0.0001
1470039,0.9871
1334593,0.0000
1293798,0.0000
1254107,0.0000
1368674,0.0000
1248112,0.0000
1294501,0.0000
1275616,0.0000
1341508,0.0000
1940112,0.0000
1332081,0.0000
1345582,0.2591
1248793,0.0000
1294680,0.0000
1331979,0.0000
1367170,0.0000
1257869,0.0029
1897140,0.0000
1934361,0.0000
1732066,0.0000
1699114,0.0000
1303753,0.9998
1249558,0.0000
1277989,0.0000
1249164,0.0000
1645125,1.0000
1392308,0.0010
1880606,0.0000
1298079,0.9999
1878532,0.0000
1259686,0.0000
1338739,0.9024
1262515,0.0005
1324875,0.0392
1529023,0.0000
1370483,0.0000
1615034,0.0000
1255418,0.0000
1305120,0.0000
1637063,0.0000
1636064,0.0000
1411067,0.9879
1261291,0.0000
1348800,0.0000
1253716,0.0000
1336940,0.0000
1292328,0.0000
1291993,0.0006
1910093,0.0000
1784037,0.0579
1318338,0.0000
1367625,0.0000
1343809,0.0000
1323701,0.0003
1250093,0.0000
1615026,0.0000
1468072,0.0000
1339219,0.0000
1777154,0.9975
1978020,0.0000
1279630,0.8420
1432048,0.0000
1652108,0.0000
1303847,0.0000
1291733,0.0731
1253161,0.0000
1281263,0.0000
1291190,0.0000
1282626,0.7951
1600036,1.0000
1335694,1.0000
1255957,0.0000
1514058,0.0000
1327420,0.0000
1894182,0.0000
1652162,0.0000
1248519,0.0051
1952062,0.0000
1279281,0.0000
1329263,0.0000
1295272,0.0000
1293031,0.0000
1357059,0.0000
1251091,0.0000
1249637,0.0000
1904089,0.0000
1314820,0.0000
1948330,0.9763
1942089,0.0000
1308038,0.9977
1621049,0.0000
1249905,0.0000
1939143,0.0000
1251166,0.0000
1389330,0.0005
1326364,0.0000
1295876,0.0010
1377117,0.0000
1773181,0.0000
1313610,0.0000
1335675,1.0000
1862232,0.0000
1900303,0.0000
1281349,0.0000
1721071,0.0021
1317956,0.9716
1892183,0.0000
1342778,0.0000
1388144,0.0000
1635031,0.0000
1331513,0.9996
1814113,0.0000
1327647,0.9762
1263444,0.0029
1264096,0.0000
1248900,0.0000
1259720,0.0000
1371040,0.6959
1290074,0.0000
1777214,0.0013
1882220,0.0000
1344800,0.7626
1280873,0.0000
1249957,0.0000
1299143,0.0000
1311880,0.0000
1891238,0.0000
1302895,0.0000
1251645,0.9299
1313334,0.0000
1337509,0.0000
1337226,0.0001
1327859,0.0112
1345955,0.9375
1696029,0.0074
1297645,0.9995
1247716,0.0000
1295800,0.9809
1293345,0.0000
1331995,0.0000
1254067,0.9950
1279493,0.0000
1299809,0.0000
1320571,0.0000
1906056,0.0000
1282105,0.0000
1250187,0.0000
1343796,0.0000
1305873,0.9988
1279665,0.0000
1310158,0.0000
1303947,0.0000
1433098,0.0000
1889036,0.9929
1891140,0.0704
1265040,0.9948
1345430,0.0000
1258452,0.0000
1367290,0.0000
1259771,0.9999
1770774,0.0020
1412107,0.0000
1290796,0.0000
1339764,0.0105
1484019,0.0000
1530105,0.0000
1320474,0.9999
1879640,0.0000
1367505,0.0000
1951065,0.0000
1466069,0.0000
1337498,0.0000
1312729,0.0000
1370898,0.9949
1247863,0.0000
1252876,0.0000
1279465,0.0000
1373162,0.0000
1266414,0.0000
1916290,0.0000
1314602,0.0000
1829038,0.0000
1320078,0.0000
1283266,0.0000
1264039,0.9991
1817212,0.0000
1344177,0.0000
1367308,0.0000
1257926,0.0000
1908364,0.0000
1256854,0.0000
1594036,0.0000
1432255,0.7300
1252986,0.0000
1315251,0.0000
1257825,0.0000
1488098,1.0000
1292730,0.0000
1346673,0.0000
1281879,0.9999
1904060,1.0000
1368616,0.0000
1253409,0.0000
1253916,0.9891
1260167,0.0000
1770489,0.0022
1905367,0.0000
1590044,1.0000
1253915,0.0000
1274661,0.0000
1260961,0.0000
1549124,0.0000
1337061,0.0000
1251154,0.0000
1406078,0.0000
1900837,0.0000
1276528,0.9999
1294001,0.0012
1292983,0.0000
1332580,0.0000
1594034,0.0000
1347461,0.0000
1285466,0.0000
1292063,0.0000
1328189,0.0000
1856061,0.0000
1265089,0.9801
1339588,0.0000
1563076,0.0000
1256320,0.0000
1874059,0.0000
1275683,0.0000
1402166,0.0080
1311485,0.0018
1937034,0.0000
1281880,0.0000
1912158,0.0693
1261119,0.0000
1283598,0.0000
1652246,0.0000
1248689,0.8113
1310986,0.0000
1504123,0.0000
1883262,0.0000
1267138,0.0076
1947185,0.0000
1289759,0.0563
1305901,0.6230
1958057,0.0000
1547022,0.0000
1325922,0.0000
1780390,0.0000
1274642,0.0000
1312370,0.0000
1866097,0.0000
1262895,0.2503
1246329,0.0000
1530036,0.0000
1550062,0.0000
1442058,0.0000
1322202,0.1151
1329288,0.0000
1250950,1.0000
1374030,0.0000
1301628,0.0000
1255549,0.0000
1279161,0.0000
1283280,0.0000
1248184,0.0000
1311300,0.0000
1299755,0.0000
1246552,0.0001
1341913,0.0004
1332860,0.0000
1968025,0.0000
1274491,0.0000
1305726,0.0000
1247801,0.0000
1312561,0.0000
1343207,0.0000
1249793,0.0000
1282784,0.0000
1278825,0.0000
1253086,0.3727
1432078,0.9997
1329399,0.0000
1305794,0.0000
1257691,0.9998
1930177,0.0000
1258539,0.0000
1341448,0.0000
1900942,0.0000
1282020,0.0000
1292418,0.9367
1256068,0.0000
1349608,0.0000
1288759,0.0005
1648090,0.0000
1664024,0.0000
1719039,0.0000
1641184,0.0000
1366352,0.0000
1249602,0.0124
1294916,0.0000
1267340,0.0000
1257803,0.0000
1532068,0.0000
1454067,0.0000
1248955,0.0000
1301142,0.9999
1285985,0.0000
1897304,0.0001
1862207,0.0279
1303019,0.0000
1282711,0.0000
1251026,0.0000
1933188,0.0000
1305565,0.0000
1291245,0.0000
1289414,0.0000
1329540,0.0000
1326144,0.0000
1906602,0.0000
1420025,0.0201
1381090,0.0000
1293172,0.0000
1333040,0.0000
1263830,0.0000
1380032,0.0000
1753041,0.3339
1367133,0.0000
1858022,0.0019
1274085,0.0000
1337696,0.0000
1247831,0.0000
1267192,0.0055
1927169,0.0000
1298242,0.9987
1849085,0.0000
1380167,1.0000
1381050,0.0000
1935095,0.8165
1327235,0.0000
1706101,0.0000
1291591,0.0000
1908358,0.0000
1292915,0.0000
1317594,0.0000
1281358,0.0000
1255676,0.0000
1739048,0.0000
1291884,0.0000
1590057,0.0000
1252148,0.0000
1686020,0.0000
1246365,0.0000
1300733,0.0000
1263062,1.0000
1255922,0.0000
1430255,1.0000
1249671,0.0000
1336926,0.0000
1777233,0.0276
1263474,0.0000
1900609,0.0000
1288318,0.0000
1839109,0.5013
1639104,0.0000
1293266,0.0000
1332594,0.0000
1904331,0.0000
1579146,1.0000
1302758,0.0031
1253880,0.0000
1880466,0.0000
1248028,0.0000
1301748,0.0000
1282417,0.0000
1690058,0.0000
1297396,0.0000
1947048,0.0000
1317410,0.0010
1320011,0.0000
1566024,0.0000
1310128,0.0000
1349946,0.9954
1279730,0.0000
1881036,0.0000
1289656,0.9998
1398043,0.0000
1940162,0.0000
1313059,0.0000
1366491,0.0000
1300841,0.0000
1947206,0.0000
1272982,0.0000
1259751,0.0000
1366752,0.9247
1847038,0.0000
1295209,0.0000
1331883,1.0000
1891037,0.0000
1298371,0.0047
1253404,0.0000
1431212,0.9962
1320027,0.0000
1938216,0.0000
1537043,0.0000
1312946,0.0000
1274987,0.0000
1303159,0.0000
1265231,0.9972
1292737,0.0000
1342428,0.2313
1643241,0.0000
1247080,0.0014
1304763,0.0000
1249022,0.0000
1298289,0.0000
1367698,0.0000
1248129,0.0001
1251073,0.0000
1545020,0.0797
1264512,1.0000
1302842,0.0295
1430054,0.0000
1295256,0.9995
1251208,0.0000
1376225,0.9285
1892253,0.0000
1879612,0.0000
1305149,0.0000
1813176,0.0000
1273031,0.0000
1248673,0.0000
1312786,0.0000
1299327,0.4827
1286127,0.0000
1896107,0.0000
1291516,0.0000
1258146,0.5014
1290127,1.0000
1375021,0.0000
1248085,0.0000
1290909,0.0000
1924070,0.9885
1289325,0.0000
1249729,0.0000
1490034,0.9999
1327637,0.0000
1335190,0.0000
1300466,0.3062
1461082,0.0000
1335283,0.0000
1332916,0.0000
1249381,0.0000
1250026,0.0000
1882097,0.8782
1912059,0.0000
1310963,0.0000
1413048,0.6661
1431214,0.0000
1849040,0.0000
1776199,0.0000
1450049,0.0000
1312828,0.0000
1883220,0.0000
1247120,0.0000
1705106,0.0000
1277850,0.0000
1267449,0.0000
1930186,0.0000
1302027,0.9958
1331414,0.0000
1294641,0.0000
1493041,0.0000
1250101,0.0000
1249672,0.0000
1281593,0.0027
1894300,0.0001
1292101,0.9999
1347494,0.0000
1246337,0.0000
1448082,0.0000
1889115,0.5632
1390211,0.0000
1290755,0.0002
1793038,0.0000
1559124,0.9978
1277929,0.0000
1248450,0.0000
1723034,0.9485
1901980,0.0000
1736049,0.9992
1315543,0.4319
1338399,0.6974
1260447,0.0000
1248695,0.0000
1385243,0.0000
1954059,0.0000
1274225,0.0000
1810087,1.0000
1292293,0.0000
1274969,0.0000
1377030,0.0000
1380175,0.0000
1278619,0.0000
1882107,0.0000
1304389,0.0000
1926191,0.0000
1547109,0.0000
1293103,0.0171
1928197,0.0000
1337326,0.8601
1256314,0.0000
1385160,0.7461
1309350,0.0000
1299710,0.0000
1249662,0.0000
1247318,0.0000
1306681,0.9995
1319937,0.0000
1286912,0.0000
1337236,0.0000
1263269,0.0000
1305338,0.0000
1253468,0.0000
1775038,0.0000
1304085,0.0000
1286424,0.0000
1346906,0.9791
1248486,0.0000
1313630,0.0000
1468030,0.0000
1943145,0.0001
1278747,0.2661
1256921,0.0000
1295605,0.5970
1336630,0.0000
1251436,0.9263
1709073,0.0000
1246993,0.0000
1650044,0.0000
1950042,0.0000
1288762,0.0000
1340266,0.0000
1264970,0.0000
1309694,0.9951
1345437,0.0000
1289083,0.0000
1304566,0.0000
1890061,0.0000
1292644,0.0000
1815065,0.9999
1936167,0.0000
1293923,0.0000
1775052,0.0000
1370127,0.0079
1347482,0.0000
1253904,0.0000
1256152,0.0000
1368396,0.0000
1253774,0.0000
1248065,0.0000
1566048,0.0000
1279437,0.0000
1709067,0.0000
1338205,0.0000
1479107,0.0000
1500145,0.0000
1292137,0.0000
1291242,0.9999
1712028,0.0000
1246291,0.0000
1702099,0.0000
1303778,0.0000
1347595,0.9991
1313277,0.0046
1294793,0.0000
1290837,0.0000
1283414,0.0000
1281122,0.0000
1950094,0.0420
1280332,0.5600
1263868,0.0000
1259007,0.0000
1935126,0.0000
1329663,0.0000
1316989,0.9998
1310139,0.0000
1316225,0.0000
1968052,0.0000
1313220,0.0000
1248963,0.0000
1325397,0.0000
1298704,0.0000
1330481,0.0000
1904312,0.0000
1904187,0.0000
1900747,0.0084
1370469,0.0000
1314922,0.0000
1654029,0.0000
1279420,1.0000
1247594,0.0000
1313057,0.9999
1332783,0.0000
1366152,0.9673
1264496,0.0000
1284627,0.0000
1293035,0.0000
1294197,0.0000
1262132,0.0000
1388046,0.0000
1248938,0.0000
1314711,0.0000
1968031,0.0000
1323742,0.0000
1254458,0.0000
1898146,0.0000
1281597,0.0000
1952040,0.0000
1295337,0.0000
1742022,0.0026
1779033,0.0000
1316820,0.0000
1304736,0.0000
1300916,0.0000
1701055,0.9987
1278069,0.0000
1256803,0.0003
1281388,0.0000
1372143,0.9758
1290813,0.0000
1247134,0.0000
1595108,0.0000
1941193,0.0000
1770349,0.0000
1300751,0.0000
1387033,0.0000
1297393,0.0000
1777356,0.9462
1327933,0.0000
1327318,0.0000
1900340,0.0000
1770568,0.0004
1284265,0.0000
1331709,0.0000
1283244,0.0000
1299164,0.0023
1293051,0.0000
1340623,0.0000
1297224,0.0000
1281045,0.0000
1344598,0.9998
1897090,0.0058
1905342,0.0000
1262673,0.0000
1324582,1.0000
1248742,0.0000
1282095,0.0000
1889226,0.9989
1934161,0.0000
1259944,0.9995
1373040,1.0000
1253309,0.0000
1310396,1.0000
1284823,0.0000
1621023,0.9501
1505022,0.7122
1339131,0.9997
1366188,0.0000
1395092,0.0000
1913188,0.0000
1958024,0.0000
1259323,0.9996
1626035,0.0000
1432254,0.0001
1251553,0.0000
1291742,0.0000
1917025,0.0000
1307311,0.0000
1316626,1.0000
1291565,0.0000
1298323,0.0000
1518027,0.0000
1246348,0.0000
1906582,0.0000
1315557,0.0000
1300798,0.0000
1290198,0.0000
1900723,0.0000
1252441,0.0000
1300827,0.0381
1626059,0.0000
1287404,0.0000
1246961,0.0000
1784031,0.0000
1641368,0.9962
1326150,0.0000
1897018,0.0000
1780021,0.0000
1901061,0.0000
1341471,0.0000
1287139,0.0000
1299758,0.9998
1420179,0.0000
1304930,0.0000
1278486,0.0000
1266256,0.0000
1302609,0.0000
1302879,0.0000
1300591,0.0000
1291519,0.0000
1263047,0.9960
1258445,0.0000
1300851,0.0000
1341307,0.0000
1290970,0.0000
1250938,0.0000
1258289,0.9999
1248108,0.0000
1450148,1.0000
1339991,0.0000
1927070,0.0001
1839117,0.9971
1815043,0.0000
1406108,0.0000
1898250,0.0000
1252820,0.0001
1285271,0.0000
1385090,0.0000
1284929,0.0000
1291069,0.0000
1330310,0.0000
1308805,0.0000
1856056,0.0000
1849276,0.9995
1330181,0.0000
1300590,0.9998
1291318,0.0000
1274655,0.0000
1311740,0.0000
1861037,0.0000
1249856,0.0001
1349543,0.9895
1815031,0.0010
1292571,0.0000
1248611,0.0000
1898096,0.0000
1248660,0.0000
1308930,0.0000
1334885,0.0000
1502068,0.0000
1904168,0.0000
1934119,0.0000
1372115,0.9985
1329660,0.0000
1293258,0.0000
1286040,0.0000
1645318,0.0000
1519038,1.0000
1255408,0.0000
1592027,0.0000
1935356,0.0000
1833565,0.0000
1249698,0.0000
1537094,0.0000
1246590,0.0000
1891072,0.0000
1649030,0.0000
1776250,0.7224
1901734,0.0000
1326384,0.0000
1250703,0.0000
1901056,0.0000
1387178,0.0000
1280288,0.0000
1250609,0.0000
1258379,0.0000
1250489,0.0000
1876602,0.9848
1310916,0.9998
1339773,0.7197
1334267,0.0000
1488053,0.0975
1878421,0.0000
1282282,0.0000
1278967,0.9867
1701071,0.0000
1250069,0.0000
1281396,0.0000
1443049,0.0000
1653189,0.9980
1524020,0.0000
1246395,0.0000
1940125,0.0000
1391120,0.0000
1327542,0.0115
1319557,0.0000
1300826,0.0000
1315570,1.0000
1256135,0.0019
1339130,0.0000
1255423,0.9943
1331882,0.0000
1339224,0.0000
1332515,0.0000
1913402,0.0000
1261253,0.0000
1319711,0.9999
1434273,0.9448
1249449,0.0000
1371111,0.9965
1945104,0.0000
1290916,0.9933
1262181,0.5398
1304850,0.0000
1302636,0.0000
1419047,0.0000
1904039,0.0000
1260677,0.0000
1339470,0.0000
1260018,0.0000
1291560,0.0000
1253424,0.0000
1926189,0.0000
1286119,0.0000
1263978,0.0060
1931019,0.9995
1298882,0.0000
1261242,0.0000
1450020,0.0000
1910132,0.9997
1775022,0.0000
1289500,0.0000
1432260,0.0000
1299255,0.1555
1310462,0.9984
1878696,0.0000
1265436,0.0000
1345129,0.0311
1933193,0.9994
1290918,0.0000
1590107,0.0000
1390164,0.0000
1385085,0.8280
1294603,0.0000
1432026,0.6116
1249597,0.0000
1775054,0.0000
1277879,0.0000
1315137,0.0000
1250009,0.0000
1248135,0.0000
1954157,0.0000
1703100,0.0000
1923417,0.0000
1319666,0.0000
1295316,0.4047
1299602,0.0000
1304510,0.0000
1377105,0.0000
1833303,0.0000
1345417,0.0000
1267472,0.0000
1275177,0.0000
1433301,0.0000
1336634,0.0000
1300146,0.0000
1849030,0.0000
1314581,0.9971
1278793,0.8557
1249890,0.0000
1702062,0.0000
1255740,0.0000
1247267,0.0000
1294637,0.0000
1653038,0.0000
1260260,0.0000
1297486,0.0000
1254747,0.0000
1896125,0.0000
1367243,0.0000
1304580,0.0000
1254125,0.0000
1294926,0.0000
1655045,0.0000
1339609,0.9134
1297283,0.0000
1295785,0.0000
1387131,0.0000
1878151,0.0000
1325164,0.0000
1260000,1.0000
1298788,0.0000
1303627,0.0000
1937117,0.0000
1345343,0.0000
1387132,0.0019
1340398,0.0000
1318427,0.0000
1266241,0.0000
1279539,0.0001
1263473,0.0000
1263670,0.0000
1901891,0.0000
1340600,0.0000
1296371,0.0000
1311345,0.0000
1288107,0.0650
1587034,0.0000
1254899,0.0000
1258034,0.0000
1264712,0.0000
1492043,0.0000
1337497,0.0000
1281633,0.0000
1861267,0.0000
1878745,0.0000
1330110,0.0000
1396044,0.0000
1909281,0.0000
1263239,0.0000
1290590,0.0000
1254789,0.0000
1251601,0.0000
1847029,0.0000
1249610,0.0010
1770550,0.0000
1382032,0.0000
1501150,0.0000
1512067,0.9999
1927080,0.0000
1275037,0.0000
1294103,0.0000
1302117,0.9996
1890157,0.0000
1278500,0.0000
1879460,0.0000
1290029,0.0000
1249445,0.0000
1370441,0.9804
1252325,0.0000
1904237,0.0000
1321132,0.0000
1303744,0.0000
1922383,0.0000
1430157,0.0000
1307500,0.0000
1307609,0.0000
1847057,0.0000
1311677,0.0000
1251265,0.1618
1899136,0.0084
1260954,0.9996
1615052,0.0000
1324768,0.0000
1948257,0.0000
1255568,0.0000
1560034,1.0000
1299501,0.0000
1260121,0.0000
1314675,0.0000
1883317,0.0000
1933157,0.0000
1279453,0.0000
1579099,0.0002
1637068,0.0000
1643292,0.9998
1892204,0.0000
1851150,0.0000
1770253,0.0000
1774092,0.0000
1274177,0.0000
1305760,0.0000
1303540,0.0000
1304062,0.0000
1921313,0.0000
1561027,0.0000
1306510,0.0000
1339958,0.0000
1331925,0.9893
1247128,0.0000
1321810,0.0000
1312553,0.0000
1649068,0.0000
1899269,0.0000
1326336,0.6656
1292768,0.0000
1249595,0.0000
1330995,0.9936
1292282,0.0000
1386050,0.0000
1288310,0.0000
1533036,0.7947
1653193,0.0000
1321954,0.0000
1299128,0.0000
1297064,0.9563
1326506,0.0000
1341741,0.0000
1389177,0.9999
1281039,0.0000
1247001,0.9974
1639122,0.0000
1258357,0.0000
1304485,0.0000
1951050,0.0000
1291313,0.0083
1334686,0.9998
1395022,0.0000
1274469,0.0000
1293788,0.0000
1376229,0.0000
1250925,0.9999
1252322,0.0000
1279421,0.0000
1249032,0.0000
1590030,0.0000
1367122,0.9996
1303570,0.9935
1298670,0.0204
1326971,0.0000
1950140,0.0000
1286463,0.0000
1778055,0.0000
1246334,0.0000
1862039,1.0000
1257401,0.9702
1246869,0.9851
1285259,0.0000
1316466,0.0000
1290332,0.9978
1282911,0.0000
1292156,0.0000
1377115,0.0000
1387174,0.9995
1294979,0.0000
1896234,0.0000
1390345,0.9376
1331521,0.9964
1372039,0.0000
1381149,0.0000
1909291,0.5104
1323986,0.0000
1443066,0.0000
1342079,0.0000
1448133,0.0104
1423067,0.0703
1873063,0.0000
1921192,0.0000
1847226,0.0000
1302089,0.0000
1300793,0.0000
1250017,1.0000
1339220,1.0000
1279397,0.9939
1274869,0.0000
1646092,0.9998
1315974,0.9980
1451100,0.0000
1282328,0.0000
1344474,0.1903
1328221,0.0000
1912069,0.0000
1291962,0.0000
1248284,0.0000
1368143,0.9980
1279391,0.0000
1563033,0.8139
1256240,0.0000
1690045,0.0000
1776103,0.0000
1281641,0.0000
1340625,0.0000
1274127,0.0002
1900656,0.2123
1255854,0.0000
1256329,0.0003
1770405,0.7839
1420144,0.0000
1273107,0.0000
1301670,0.0000
1456044,0.0116
1467057,0.0000
1367394,0.0000
1247573,0.0000
1302131,0.0000
1904084,0.0000
1337760,0.0000
1366415,0.0000
1368169,0.0000
1935269,0.0000
1878662,0.0000
1297049,0.0000
1247364,0.0000
1339918,0.0000
1561039,0.0482
1367574,0.0000
1286089,0.0000
1279696,0.0000
1391172,0.0000
1913061,0.0000
1501095,0.0000
1294664,0.0000
1637020,0.0000
1770891,0.0000
1925181,0.0000
1252454,0.0000
1265267,0.0000
1297745,0.0000
1292331,0.0000
1340992,0.0000
1948060,0.9987
1287705,0.0000
1309881,0.9819
1276535,0.0000
1273612,0.0000
1314879,0.0000
1451084,0.0000
1299712,0.9998
1324270,0.0000
1299119,0.0000
1253704,0.0000
1332701,0.9997
1876502,0.0000
1878756,0.3001
1367407,0.0147
1335181,0.0000
1814114,0.0000
1969024,0.0000
1293104,0.0000
1376168,0.5030
1281185,0.0002
1322812,0.9406
1330412,0.0000
1368602,0.0000
1372161,0.0000
1933072,0.0000
1952019,0.0000
1485037,0.0000
1278976,0.0000
1290818,0.0000
1559054,0.0000
1893052,0.0000
1284575,0.0000
1898352,0.0007
1432221,0.0000
1250619,0.0000
1382043,0.0000
1250915,0.0000
1247263,0.0000
1373157,0.1433
1256385,0.0000
1335253,0.0001
1302557,0.0024
1291855,0.0000
1281867,0.0000
1433232,0.9998
1305485,0.0000
1283062,0.0241
1291581,0.0000
1294620,0.0003
1780243,0.0000
1250005,0.0000
1246540,0.0000
1248866,0.0000
1283180,0.0000
1337830,0.5607
1340493,1.0000
1327319,0.0000
1292294,0.0000
1341732,0.0000
1794038,0.0299
1341851,0.0000
1777335,0.9688
1278932,0.0000
1266274,0.9962
1246286,0.0000
1343976,0.0000
1267536,0.0000
1385063,0.0000
1376097,0.0000
1288042,0.0000
1340656,0.0000
1385053,0.0225
1374041,0.9973
1305010,0.0000
1305097,0.0000
1373161,0.0000
1901677,0.0009
1287300,0.0000
1589048,0.0000
1262031,0.0000
1457045,0.0000
1926204,0.0032
1246730,0.0000
1253272,0.0034
1291097,0.0000
1644242,0.0000
1901344,0.0000
1347478,0.9980
1315192,1.0000
1297609,0.0000
1770618,0.0000
1568070,0.0000
1250173,0.0000
1281043,0.0000
1929080,0.0000
1292346,0.0000
1904117,0.0000
1281601,0.8823
